id,card_number,language,series_id,name,card_type,rarity,colors,cost,life,power,counter,attribute,traits,effect_text,trigger_text,source_info,block_icon,created_at,updated_at
6607,ST17-004,en,86,Boa Hancock,CHARACTER,SR,青,4,,6000,,Special,The Seven Warlords of the Sea/Kuja Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Look at 3 cards from the top of your deck and place them at the top or bottom of your deck in any order. Then, give up to 1 rested DON!! card to 1 of your {The Seven Warlords of the Sea} type Leader or Character cards.",,-Blue Donquixote Doflamingo- [ST-17],3,2026-02-16 18:12:45.620716,2026-02-16 18:12:45.620718
6608,P-057,en,103,Fleeting Lullaby,EVENT,P,緑,3,,,,,Music/FILM,"[Main] If your Leader is [Uta], up to 2 of your opponent's rested Characters with a cost of 4 or less will not become active in your opponent's next Refresh Phase.",[Trigger] Activate this card's [Main] effect.,-Green Uta- [ST-16],2,2026-02-16 18:12:53.111465,2026-02-16 18:12:53.111468
6609,P-058,en,103,Where the Wind Blows,EVENT,P,緑,2,,,,,Music/FILM,"[Main] If your Leader is [Uta], set all of your {FILM} type Characters as active at the end of this turn.",[Trigger] Set all of your {FILM} type Characters as active.,-Green Uta- [ST-16],2,2026-02-16 18:12:53.113446,2026-02-16 18:12:53.113449
6610,P-059,en,103,The World's Continuation,EVENT,P,緑,2,,,,,Music/FILM,"[Counter] If your Leader is [Uta], you may return any number of Characters on your field to the owner's hand. Up to 1 of your Leader or Character cards gains +2000 power during this battle for every returned Character.",,-Green Uta- [ST-16],2,2026-02-16 18:12:53.115283,2026-02-16 18:12:53.115285
6611,P-060,en,103,Tot Musica,EVENT,P,緑,2,,,,,Music/FILM,[Main] You may rest 1 of your [Uta] cards: Rest up to 2 of your opponent's DON!! cards.,,-Green Uta- [ST-16],2,2026-02-16 18:12:53.117087,2026-02-16 18:12:53.117089
6612,P-061,en,103,Monkey.D.Luffy,CHARACTER,P,緑,8,,10000,1000,Strike,FILM/Straw Hat Crew,,,-Green Uta- [ST-16],2,2026-02-16 18:12:53.118865,2026-02-16 18:12:53.118867
6613,ST11-001,en,92,Uta,LEADER,L,緑,5,5,5000,,Special,FILM,"[DON!! x1] [When Attacking] [Once Per Turn] Reveal 1 card from the top of your deck and add up to 1 {FILM} type card to your hand. Then, place the rest at the bottom of your deck.",,-Green Uta- [ST-16],2,2026-02-16 18:12:53.120755,2026-02-16 18:12:53.120757
6614,ST11-003,en,92,Backlight,EVENT,C,緑,2,,,,,Music/FILM,"[Main] If your Leader is [Uta], choose one:• Rest up to 1 of your opponent's Characters with a cost of 5 or less.• K.O. up to 1 of your opponent's rested Characters with a cost of 5 or less.",,-Green Uta- [ST-16],2,2026-02-16 18:12:53.122604,2026-02-16 18:12:53.122607
6615,ST11-004,en,92,New Genesis,EVENT,SR,緑,1,,,,,Music/FILM,"[Main] If your Leader is [Uta], look at 3 cards from the top of your deck; reveal up to 1 {FILM} type card other than [New Genesis] and add it to your hand. Then, place the rest at the bottom of your deck in any order and set up to 1 of your DON!! cards as active.",,-Green Uta- [ST-16],2,2026-02-16 18:12:53.124348,2026-02-16 18:12:53.124350
6616,ST11-005,en,92,I'm invincible,EVENT,C,緑,3,,,,,Music/FILM,[Main] Set up to 1 of your [Uta] Leader as active.,[Trigger] Up to 1 of your Leader or Character cards gains +1000 power during this turn.,-Green Uta- [ST-16],2,2026-02-16 18:12:53.126090,2026-02-16 18:12:53.126094
6617,ST16-001,en,87,Uta,CHARACTER,SR,緑,4,,6000,,Special,FILM,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[Activate: Main] [Once Per Turn] You may trash 1 {FILM} type card from your hand: Give up to 1 rested DON!! card to your Leader or 1 of your Characters.",,-Green Uta- [ST-16],3,2026-02-16 18:12:53.127886,2026-02-16 18:12:53.127889
6618,ST16-002,en,87,Gordon,CHARACTER,C,緑,2,,,1000,Wisdom,FILM,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Your Opponent's Attack] You may trash any number of {Music} type cards from your hand. Your Leader or 1 of your Characters gains +1000 power during this battle for every card trashed.",,-Green Uta- [ST-16],3,2026-02-16 18:12:53.129713,2026-02-16 18:12:53.129716
6619,ST15-001,en,88,Atmos,CHARACTER,C,赤,4,,5000,1000,Slash,Whitebeard Pirates,"[When Attacking] If your Leader is [Edward.Newgate], you cannot add Life cards to your hand using your own effects during this turn.",,-Red Edward.Newgate- [ST-15],3,2026-02-16 18:13:00.575213,2026-02-16 18:13:00.575216
6620,ST15-003,en,88,Kingdew,CHARACTER,C,赤,3,,4000,1000,Strike,Whitebeard Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[Opponent's Turn] When this Character is K.O.'d by an effect, up to 1 of your Leader gains +2000 power during this turn.",,-Red Edward.Newgate- [ST-15],3,2026-02-16 18:13:00.578634,2026-02-16 18:13:00.578637
6621,ST15-004,en,88,Thatch,CHARACTER,C,赤,1,,2000,2000,Slash,Whitebeard Pirates,"[On Play] If your Leader's type includes ""Whitebeard Pirates"", give up to 1 of your opponent's Characters −2000 power during this turn. Then, add 1 card from the top of your Life cards to your hand.",,-Red Edward.Newgate- [ST-15],3,2026-02-16 18:13:00.580529,2026-02-16 18:13:00.580532
6622,ST15-005,en,88,Portgas.D.Ace,CHARACTER,SR,赤,5,,6000,1000,Special,Whitebeard Pirates,"If your Leader's type includes ""Whitebeard Pirates"", this Character gains [Rush].(This card can attack on the turn in which it is played.)[Once Per Turn] If this Character would be removed from the field by your opponent's effect, you may give this Character −2000 power during this turn instead.",,-Red Edward.Newgate- [ST-15],3,2026-02-16 18:13:00.582288,2026-02-16 18:13:00.582290
6623,ST14-001,en,89,Monkey.D.Luffy,LEADER,L,黒,5,5,5000,,Strike,Straw Hat Crew,"[DON!! x1] All of your Characters gain +1 cost. If you have a Character with a cost of 8 or more, this Leader gains +1000 power.",,-3D2Y- [ST-14],2,2026-02-16 18:13:06.334276,2026-02-16 18:13:06.334279
6624,ST14-002,en,89,Usopp,CHARACTER,C,黒,3,,4000,1000,Ranged,Straw Hat Crew,"[DON!! x1] [When Attacking] If you have a Character with a cost of 8 or more, K.O. up to 1 of your opponent's Characters with a cost of 4 or less.",,-3D2Y- [ST-14],2,2026-02-16 18:13:06.336689,2026-02-16 18:13:06.336692
6625,ST14-004,en,89,Jinbe,CHARACTER,C,黒,3,,4000,1000,Strike,Fish-Man/The Sun Pirates,[Activate: Main] [Once Per Turn] Up to 1 of your black {Straw Hat Crew} type Characters gains +2 cost until the end of your opponent's next turn.,,-3D2Y- [ST-14],2,2026-02-16 18:13:06.340091,2026-02-16 18:13:06.340093
6626,ST14-005,en,89,Tony Tony.Chopper,CHARACTER,C,黒,4,,6000,1000,Wisdom,Animal/Straw Hat Crew,,,-3D2Y- [ST-14],2,2026-02-16 18:13:06.341889,2026-02-16 18:13:06.341891
6627,ST14-006,en,89,Nami,CHARACTER,SR,黒,3,,2000,1000,Special,Straw Hat Crew,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] If you have 6 or less cards in your hand and a Character with a cost of 8 or more, draw 1 card.",,-3D2Y- [ST-14],2,2026-02-16 18:13:06.343661,2026-02-16 18:13:06.343663
6628,ST14-008,en,89,Haredas,CHARACTER,C,黒,1,,,2000,Wisdom,Sky Island,"[Activate: Main] You may rest this Character: Up to 1 of your black {Straw Hat Crew} type Characters gains +2 cost until the end of your opponent's next turn. Then, if you have a Character with a cost of 8 or more, draw 1 card and trash 1 card from your hand.",,-3D2Y- [ST-14],2,2026-02-16 18:13:06.346923,2026-02-16 18:13:06.346926
6629,ST14-009,en,89,Franky,CHARACTER,C,黒,5,,6000,1000,Special,Straw Hat Crew,"[DON!! x1] [Opponent's Turn] If you have a Character with a cost of 6 or more, this Character cannot be K.O.'d by your opponent's effects and gains +2000 power.",,-3D2Y- [ST-14],2,2026-02-16 18:13:06.348759,2026-02-16 18:13:06.348761
6630,ST14-011,en,89,Heracles,CHARACTER,C,黒,1,,2000,2000,Wisdom,Bowin Island,[Activate: Main] You may rest this Character: Up to 1 of your black {Straw Hat Crew} type Characters gains +2 cost until the end of your opponent's next turn.,,-3D2Y- [ST-14],2,2026-02-16 18:13:06.352036,2026-02-16 18:13:06.352039
6631,ST14-012,en,89,Monkey.D.Luffy,CHARACTER,C,黒,8,,10000,,Strike,Straw Hat Crew,"If you have a Character with a cost of 10 or more, this Character gains [Rush].(This card can attack on the turn in which it is played.)",,-3D2Y- [ST-14],2,2026-02-16 18:13:06.353827,2026-02-16 18:13:06.353829
6632,ST14-014,en,89,Gum-Gum Giant Rifle,EVENT,C,黒,1,,,,,Straw Hat Crew,"[Counter] If you have a Character with a cost of 8 or more, up to 1 of your Leader or Character cards gains +3000 power during this battle.",[Trigger] Add up to 1 of your Character cards with a cost of 2 or less from your trash to your hand.,-3D2Y- [ST-14],2,2026-02-16 18:13:06.357069,2026-02-16 18:13:06.357071
6633,ST14-015,en,89,Gum-Gum Diable Three-Swords Style Mouten Jet Six Hundred Pound Phoenix Cannon,EVENT,C,黒,2,,,,,Straw Hat Crew,"[Main] Up to 1 of your Leader or Character cards gains +3000 power during this turn. Then, if you have a Character with a cost of 8 or more, K.O. up to 1 of your opponent's Characters with a cost of 2 or less.","[Trigger] If you have a Character with a cost of 8 or more, K.O. up to 1 of your opponent's Characters with a cost of 5 or less.",-3D2Y- [ST-14],2,2026-02-16 18:13:06.358812,2026-02-16 18:13:06.358814
6634,ST13-001,en,90,Sabo,LEADER,L,赤/黄,4,4,5000,,Special,Dressrosa/Revolutionary Army,[DON!! x1] [Activate: Main] [Once Per Turn] You may add 1 of your Characters with a cost of 3 or more and 7000 power or more to the top of your Life cards face-up: Up to 1 of your Characters gains +2000 power until the start of your next turn.,,-The Three Brothers-[ST13],2,2026-02-16 18:13:13.770441,2026-02-16 18:13:13.770444
6635,ST13-002,en,90,Portgas.D.Ace,LEADER,L,青/黄,4,4,5000,,Special,Whitebeard Pirates,"[DON!! x2] [Activate: Main] [Once Per Turn] Look at 5 cards from the top of your deck and add up to 1 Character card with a cost of 5 to the top of your Life cards face-up. Then, place the rest at the bottom of your deck in any order.[End of Your Turn] Trash all your face-up Life cards.",,-The Three Brothers-[ST13],2,2026-02-16 18:13:13.774357,2026-02-16 18:13:13.774360
6636,ST13-003,en,90,Monkey.D.Luffy,LEADER,L,黄/黒,4,4,5000,,Strike,Supernovas/Straw Hat Crew,"Your face-up Life cards are placed at the bottom of your deck instead of being added to your hand, according to the rules.[DON!! x2] [Activate: Main] [Once Per Turn] You may trash 1 card from your hand: If you have 0 Life cards, add up to 2 Character cards with a cost of 5 from your hand or trash to the top of your Life cards face-up.",,-The Three Brothers-[ST13],2,2026-02-16 18:13:13.777643,2026-02-16 18:13:13.777646
6637,ST13-005,en,90,Emporio.Ivankov,CHARACTER,R,黄,3,,4000,1000,Special,Revolutionary Army,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] You may trash 1 card from the top or bottom of your Life cards: Reveal up to 1 Character card with a cost of 5 from your hand and add it to the top of your Life cards face-down.",,-The Three Brothers-[ST13],2,2026-02-16 18:13:13.783914,2026-02-16 18:13:13.783917
6638,ST13-006,en,90,Curly.Dadan,CHARACTER,C,黄,5,,4000,1000,Slash,Mountain Bandits,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Play up to 1 each of [Sabo], [Portgas.D.Ace], and [Monkey.D.Luffy] with a cost of 2 from your hand.",,-The Three Brothers-[ST13],2,2026-02-16 18:13:13.787745,2026-02-16 18:13:13.787748
6639,ST13-008,en,90,Sabo,CHARACTER,SR,黄,5,,6000,1000,Special,Dressrosa/Revolutionary Army,[On Play] You may trash 1 card from the top or bottom of your Life cards: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,,-The Three Brothers-[ST13],2,2026-02-16 18:13:13.794138,2026-02-16 18:13:13.794141
6640,ST13-009,en,90,Shanks,CHARACTER,C,黄,7,,7000,,Slash,The Four Emperors/Red-Haired Pirates,"[On Play] You may turn 1 of your face-up Life cards face-down: If your opponent has 7 or more cards in their hand, trash up to 1 card from the top of your opponent's Life cards.",,-The Three Brothers-[ST13],2,2026-02-16 18:13:13.797454,2026-02-16 18:13:13.797457
6641,ST13-012,en,90,Makino,CHARACTER,C,黄,1,,,2000,Wisdom,Windmill Village,[On Play] You may add 1 card from the top or bottom of your Life cards to your hand: Look at all of your Life cards and place them back in your Life area in any order.,,-The Three Brothers-[ST13],2,2026-02-16 18:13:13.806591,2026-02-16 18:13:13.806593
6642,ST13-013,en,90,Monkey.D.Garp,CHARACTER,SR,黄,1,,2000,1000,Strike,Navy,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 [Sabo], [Portgas.D.Ace], or [Monkey.D.Luffy] with a cost of 5 or less and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,-The Three Brothers-[ST13],2,2026-02-16 18:13:13.810223,2026-02-16 18:13:13.810226
6643,ST13-015,en,90,Monkey.D.Luffy,CHARACTER,SR,黄,5,,6000,1000,Strike,Supernovas/Straw Hat Crew,"[Activate: Main] [Once Per Turn] This Character gains +2000 power until the start of your next turn. Then, if you have 1 or more Life cards, draw 1 card and trash 1 card from the top of your Life cards.",,-The Three Brothers-[ST13],2,2026-02-16 18:13:13.816546,2026-02-16 18:13:13.816549
6644,ST13-017,en,90,Flame Dragon King,EVENT,C,黄,2,,,,,Dressrosa/Revolutionary Army,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, look at all your Life cards and place them back in your Life area in any order.",[Trigger] You may add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 card from your hand to the top of your Life cards.,-The Three Brothers-[ST13],2,2026-02-16 18:13:13.822651,2026-02-16 18:13:13.822653
6645,ST13-018,en,90,Gum-Gum Jet Spear,EVENT,C,黄,1,,,,,Punk Hazard/Straw Hat Crew,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if you have 0 Life cards, draw 1 card.",[Trigger] You may add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 card from your hand to the top of your Life cards.,-The Three Brothers-[ST13],2,2026-02-16 18:13:13.824462,2026-02-16 18:13:13.824464
6646,ST12-001,en,91,Roronoa Zoro & Sanji,LEADER,L,緑/青,4,4,5000,,Slash/Strike,Straw Hat Crew,[DON!! x1] [When Attacking] [Once Per Turn] You may return 1 of your Characters with a cost of 2 or more to the owner's hand: Set up to 1 of your Characters with 7000 power or less as active.,,-Zoro & Sanji- [ST-12],2,2026-02-16 18:13:21.323958,2026-02-16 18:13:21.323961
6647,ST12-002,en,91,Kuina,CHARACTER,C,緑,3,,2000,1000,Slash,Frost Moon Village,[Activate: Main] You may rest this Character: Rest up to 1 of your opponent's Characters with a cost of 4 or less.,[Trigger] Play this card.,-Zoro & Sanji- [ST-12],2,2026-02-16 18:13:21.326387,2026-02-16 18:13:21.326389
6648,ST12-003,en,91,Dracule Mihawk,CHARACTER,SR,緑,3,,4000,2000,Slash,The Seven Warlords of the Sea/Muggy Kingdom,"[On Play] If you have 2 or less Characters, play up to 1 {Muggy Kingdom} type or <Slash> attribute Character card with a cost of 4 or less other than [Dracule Mihawk] from your hand rested.",,-Zoro & Sanji- [ST-12],2,2026-02-16 18:13:21.328302,2026-02-16 18:13:21.328305
6649,ST12-004,en,91,Humandrill,CHARACTER,C,緑,3,,5000,1000,Wisdom,Animal/Muggy Kingdom,,,-Zoro & Sanji- [ST-12],2,2026-02-16 18:13:21.330182,2026-02-16 18:13:21.330184
6650,ST12-006,en,91,Yosaku & Johnny,CHARACTER,C,緑,2,,3000,1000,Slash,East Blue,[DON!! x1] [When Attacking] Choose one:• Rest up to 1 of your opponent's Characters with a cost of 2 or less.• K.O. up to 1 of your opponent's rested Characters with a cost of 2 or less.,,-Zoro & Sanji- [ST-12],2,2026-02-16 18:13:21.333613,2026-02-16 18:13:21.333615
6651,ST12-007,en,91,Rika,CHARACTER,C,緑,2,,,2000,Wisdom,East Blue,"[On Play] ➁ (You may rest the specified number of DON!! cards in your cost area.): If your opponent has 3 or more Life cards, set up to 1 of your <Slash> attribute Characters with a cost of 4 or less as active.",,-Zoro & Sanji- [ST-12],2,2026-02-16 18:13:21.335692,2026-02-16 18:13:21.335696
6652,ST12-008,en,91,Roronoa Zoro,CHARACTER,C,緑,4,,6000,,Slash,Straw Hat Crew,[DON!! x1] [When Attacking] Rest up to 1 of your opponent's Characters with a cost of 6 or less.,,-Zoro & Sanji- [ST-12],2,2026-02-16 18:13:21.337695,2026-02-16 18:13:21.337697
6653,ST12-009,en,91,Elephant True Bluefin,CHARACTER,C,青,1,,3000,1000,Strike,Animal,,,-Zoro & Sanji- [ST-12],2,2026-02-16 18:13:21.339542,2026-02-16 18:13:21.339545
6654,ST12-010,en,91,Emporio.Ivankov,CHARACTER,SR,青,3,,4000,1000,Special,Impel Down/Revolutionary Army,"[On Play] Reveal 1 card from the top of your deck and play up to 1 Character card with a cost of 2. Then, place the rest at the top or bottom of your deck.[When Attacking] [Once Per Turn] Draw 1 card if you have 6 or less cards in your hand.",,-Zoro & Sanji- [ST-12],2,2026-02-16 18:13:21.341425,2026-02-16 18:13:21.341427
6655,ST12-011,en,91,Sanji,CHARACTER,C,青,2,,3000,,Strike,Straw Hat Crew,"[DON!! x1] [When Attacking] If you have 5 or less cards in your hand, this Character gains +2000 power until the start of your next turn.",,-Zoro & Sanji- [ST-12],2,2026-02-16 18:13:21.343236,2026-02-16 18:13:21.343238
6656,ST12-013,en,91,Zeff,CHARACTER,C,青,5,,5000,1000,Strike,East Blue,"[On Play] Look at 3 cards from the top of your deck and place them at the top or bottom of the deck in any order.[When Attacking] Reveal 1 card from the top of your deck and play up to 1 Character card with a cost of 2 rested. Then, place the rest at the top or bottom of your deck.",,-Zoro & Sanji- [ST-12],2,2026-02-16 18:13:21.346602,2026-02-16 18:13:21.346604
6657,ST12-015,en,91,Patty & Carne,CHARACTER,C,青,2,,4000,1000,Slash,East Blue,,,-Zoro & Sanji- [ST-12],2,2026-02-16 18:13:21.349945,2026-02-16 18:13:21.349947
6658,ST12-016,en,91,Lion Strike,EVENT,C,緑,2,,,,,Straw Hat Crew,[Main]/[Counter] Rest up to 1 of your opponent's Leader or Character cards with a cost of 4 or less.,[Trigger] Activate this card's [Main] effect.,-Zoro & Sanji- [ST-12],2,2026-02-16 18:13:21.351811,2026-02-16 18:13:21.351813
6659,ST11-002,en,92,Uta,CHARACTER,SR,緑,3,,4000,1000,Special,Music/FILM,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[End of Your Turn] You may trash 1 Event from your hand: Set up to 1 of your {FILM} type Characters as active.",,-Uta-[ST-11],2,2026-02-16 18:13:28.831891,2026-02-16 18:13:28.831893
6660,ST10-001,en,93,Trafalgar Law,LEADER,L,赤/紫,4,4,5000,,Slash,Heart Pirates,"[Activate: Main] [Once Per Turn] DON!! −3 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Place up to 1 of your opponent's Characters with 3000 power or less at the bottom of the owner's deck, and play up to 1 Character card with a cost of 4 or less from your hand.",,-The Three Captains-[ST-10],2,2026-02-16 18:13:34.602346,2026-02-16 18:13:34.602350
6661,ST10-002,en,93,Monkey.D.Luffy,LEADER,L,赤/紫,3,3,6000,,Strike,Straw Hat Crew,"[Activate: Main] [Once Per Turn] If you have 0 DON!! cards on your field or 8 or more DON!! cards on your field, add up to 1 DON!! card from your DON!! deck and set it as active.",,-The Three Captains-[ST-10],2,2026-02-16 18:13:34.605083,2026-02-16 18:13:34.605087
6662,ST10-003,en,93,"Eustass""Captain""Kid",LEADER,L,赤/紫,5,5,5000,,Special,Kid Pirates,"[Your Turn] If you have 4 or more Life cards, give this Leader −1000 power.[When Attacking] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): This Leader gains +2000 power during this turn.",,-The Three Captains-[ST-10],2,2026-02-16 18:13:34.607552,2026-02-16 18:13:34.607555
6663,ST10-004,en,93,Sanji,CHARACTER,C,赤,6,,6000,1000,Strike,Straw Hat Crew,"[On Play] If your opponent has a Character with 5000 or more power, this Character gains [Rush] during this turn.(This card can attack on the turn in which it is played.)",,-The Three Captains-[ST-10],2,2026-02-16 18:13:34.609523,2026-02-16 18:13:34.609525
6664,ST10-006,en,93,Monkey.D.Luffy,CHARACTER,SR,赤,10,,11000,,Strike,Straw Hat Crew,"[Rush] (This card can attack on the turn in which it is played.)[Once Per Turn] When your opponent activates a [Blocker], K.O. up to 1 of your opponent's Characters with 8000 power or less.",,-The Three Captains-[ST-10],2,2026-02-16 18:13:34.612944,2026-02-16 18:13:34.612946
6665,ST10-007,en,93,Killer,CHARACTER,C,紫,5,,6000,1000,Slash,Kid Pirates,"[Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, K.O. up to 1 of your opponent's rested Characters with a cost of 3 or less.",,-The Three Captains-[ST-10],2,2026-02-16 18:13:34.614843,2026-02-16 18:13:34.614845
6666,ST10-009,en,93,Jean Bart,CHARACTER,C,紫,4,,5000,1000,Strike,Heart Pirates,[On Play] ➀ (You may rest the specified number of DON!! cards in your cost area.): Add up to 1 DON!! card from your DON!! deck and set it as active.,,-The Three Captains-[ST-10],2,2026-02-16 18:13:34.618206,2026-02-16 18:13:34.618208
6667,ST10-011,en,93,Heat,CHARACTER,C,紫,3,,4000,1000,Special,Kid Pirates,"[Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, this Character gains +2000 power until the start of your next turn.",,-The Three Captains-[ST-10],2,2026-02-16 18:13:34.621668,2026-02-16 18:13:34.621671
6668,ST10-012,en,93,Bepo,CHARACTER,C,紫,4,,5000,1000,Strike,Minks/Heart Pirates,"[On Play]/[When Attacking] If your opponent has more DON!! cards on their field than you, add up to 1 DON!! card from your DON!! deck and rest it.",,-The Three Captains-[ST-10],2,2026-02-16 18:13:34.623693,2026-02-16 18:13:34.623697
6669,ST10-013,en,93,"Eustass""Captain""Kid",CHARACTER,SR,紫,7,,8000,,Special,Kid Pirates,[On Play]/[When Attacking] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Up to 1 of your Leader gains +1000 power until the start of your next turn.,,-The Three Captains-[ST-10],2,2026-02-16 18:13:34.626252,2026-02-16 18:13:34.626254
6670,ST10-014,en,93,Wire,CHARACTER,C,紫,3,,3000,1000,Slash,Kid Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, draw 1 card and trash 1 card from your hand.",,-The Three Captains-[ST-10],2,2026-02-16 18:13:34.628194,2026-02-16 18:13:34.628197
6671,ST10-015,en,93,Gum-Gum Giant Sumo Slap,EVENT,C,赤,1,,,,,Straw Hat Crew,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle, and K.O. up to 1 of your opponent's Characters with 2000 power or less.",,-The Three Captains-[ST-10],2,2026-02-16 18:13:34.630121,2026-02-16 18:13:34.630123
6672,ST10-016,en,93,Gum-Gum Kong Gatling,EVENT,C,赤,5,,,,,Straw Hat Crew,[Main] K.O. up to 1 of your opponent's Characters with 7000 power or less.,[Trigger] Up to 1 of your Leader gains +1000 power until the end of your next turn.,-The Three Captains-[ST-10],2,2026-02-16 18:13:34.632012,2026-02-16 18:13:34.632014
6673,ST10-017,en,93,Punk Vise,EVENT,C,紫,3,,,,,Kid Pirates,"[Main] Rest up to 1 of your opponent's Characters with a cost of 2 or less, and add up to 1 DON!! card from your DON!! deck and rest it.",[Trigger] Add up to 1 DON!! card from your DON!! deck and set it as active.,-The Three Captains-[ST-10],2,2026-02-16 18:13:34.633856,2026-02-16 18:13:34.633859
6674,ST09-001,en,94,Yamato,LEADER,L,黄,5,5,5000,,Strike,Land of Wano,"[DON!! x1] [Opponent's Turn] If you have 2 or less Life cards, this Leader gains +1000 power.",,-Yamato-[ST-09],1,2026-02-16 18:13:40.380411,2026-02-16 18:13:40.380414
6675,ST09-002,en,94,Uzuki Tempura,CHARACTER,C,黄,4,,5000,1000,Slash,Land of Wano,,[Trigger] Rest up to 1 of your opponent's Characters with a cost of 2 or less and add this card to your hand.,-Yamato-[ST-09],1,2026-02-16 18:13:40.382817,2026-02-16 18:13:40.382819
6676,ST09-003,en,94,Ulti,CHARACTER,C,黄,4,,6000,1000,Strike,Animal Kingdom Pirates,,,-Yamato-[ST-09],1,2026-02-16 18:13:40.384698,2026-02-16 18:13:40.384700
6677,ST09-004,en,94,Kaido,CHARACTER,C,黄,4,,5000,1000,Special,The Four Emperors/Animal Kingdom Pirates,"[DON!! x1] If you have 2 or less Life cards, this Character cannot be K.O.'d in battle.",,-Yamato-[ST-09],1,2026-02-16 18:13:40.386512,2026-02-16 18:13:40.386514
6678,ST09-005,en,94,Kouzuki Oden,CHARACTER,SR,黄,7,,7000,,Slash,Land of Wano/Kouzuki Clan,[DON!! x1] This Character gains [Double Attack].(This card deals 2 damage.)[On K.O.] You may trash 2 cards from your hand: Add up to 1 card from the top of your deck to the top of your Life cards.,,-Yamato-[ST-09],1,2026-02-16 18:13:40.388413,2026-02-16 18:13:40.388416
6679,ST09-006,en,94,Kouzuki Momonosuke,CHARACTER,C,黄,2,,4000,1000,Special,Land of Wano/Kouzuki Clan,,,-Yamato-[ST-09],1,2026-02-16 18:13:40.390254,2026-02-16 18:13:40.390256
6680,ST09-007,en,94,Shinobu,CHARACTER,C,黄,3,,2000,,Special,Land of Wano,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Block] You may add 1 card from the top or bottom of your Life cards to your hand: This Character gains +4000 power during this battle.",,-Yamato-[ST-09],1,2026-02-16 18:13:40.392129,2026-02-16 18:13:40.392131
6681,ST09-008,en,94,Shimotsuki Ushimaru,CHARACTER,C,黄,5,,6000,,Slash,Land of Wano,[DON!! x1] [When Attacking] You may add 1 card from the top or bottom of your Life cards to your hand: Play up to 1 yellow {Land of Wano} type Character card with a cost of 4 or less from your hand.,,-Yamato-[ST-09],1,2026-02-16 18:13:40.394003,2026-02-16 18:13:40.394005
6682,ST09-009,en,94,Fugetsu Omusubi,CHARACTER,C,黄,3,,4000,1000,Slash,Land of Wano,,[Trigger] K.O. up to 1 of your opponent's Characters with a cost of 1 or less and add this card to your hand.,-Yamato-[ST-09],1,2026-02-16 18:13:40.395845,2026-02-16 18:13:40.395848
6683,ST09-010,en,94,Portgas.D.Ace,CHARACTER,SR,黄,6,,7000,,Special,Land of Wano/Whitebeard Pirates,"[Once Per Turn] If this Character would be K.O.'d, you may trash 1 card from the top or bottom of your Life cards instead.",,-Yamato-[ST-09],1,2026-02-16 18:13:40.397676,2026-02-16 18:13:40.397679
6684,ST09-011,en,94,Monkey.D.Luffy,CHARACTER,C,黄,3,,5000,1000,Strike,Land of Wano/Straw Hat Crew,,,-Yamato-[ST-09],1,2026-02-16 18:13:40.399492,2026-02-16 18:13:40.399494
6685,ST09-012,en,94,Yamato,CHARACTER,C,黄,3,,3000,2000,Strike,Land of Wano,[When Attacking] You may add 1 card from the top or bottom of your Life cards to your hand: This Character gains +2000 power until the start of your next turn.,,-Yamato-[ST-09],1,2026-02-16 18:13:40.401313,2026-02-16 18:13:40.401315
6686,ST09-013,en,94,Yamato,CHARACTER,C,黄,5,,7000,1000,Special,Land of Wano,,,-Yamato-[ST-09],1,2026-02-16 18:13:40.403134,2026-02-16 18:13:40.403136
